text,date,clean_text,cluster,modified_date
I really want a biker jacket.  A black one in particular.,2009-06-25 03:28:41,really want biker jacket black one particular,0,2009-06-25
@mu5icrage  no good. we need to catch up. I wanna know whats goin on up there!,2009-06-02 16:12:13,good need catch wanna know whats goin,0,2009-06-02
"I really hope this week goes quickly, I am just not in the mood to be at work ",2009-04-20 00:28:27,really hope week goes quickly mood work,1,2009-04-20
"@paaauly sorry to hear about your accident, that suuuuucks ",2009-06-01 19:00:40,sorry hear accident suuuuucks,0,2009-06-01
@bsdpunk thanks ,2009-06-07 12:16:16,thanks,0,2009-06-07
@shaundiviney i sure am ,2009-05-03 03:32:47,sure,0,2009-05-03
"Follow @cressferriera, &quot;he'll keep you entertained&quot;    #cressferriera",2009-05-29 15:40:17,follow quothell keep entertainedquot cressferriera,0,2009-05-29
I'm Twittering NPH's jokes. ,2009-06-07 09:47:33,im twittering nphs jokes,3,2009-06-07
Done booking up flights to head bak home ,2009-04-07 01:28:42,done booking flights head bak home,0,2009-04-07
i fear the spaceship is not long for this earth. it just stranded me and edwin on the highway. there was smoke ,2009-05-29 17:08:04,fear spaceship long earth stranded edwin highway smoke,0,2009-05-29
Just tweeting about marketing here... a &quot;politics free&quot; zone which works for me being an independent ,2009-05-28 21:46:18,tweeting marketing quotpolitics freequot zone works independent,0,2009-05-28
Getting ready to enjoy the sunshine at Zoey's 3rd birthday party... ,2009-06-06 12:54:48,getting ready enjoy sunshine zoeys rd birthday party,0,2009-06-06
DAY OFF woken up feeling rotten...sore throat and achy  going to sunbathe to see if it makes me feel better and day dream about vampires,2009-06-02 02:18:22,day woken feeling rottensore throat achy going sunbathe see makes feel better day dream vampires,0,2009-06-02
@Shanna_Natalia  - was just reading some of ur updates and I totally agree with u about poor Rob  wow I just read what happened 2day poor,2009-06-16 00:03:09,reading ur updates totally agree u poor rob wow read happened day poor,0,2009-06-16
You've GOT to be kidding me. ,2009-06-20 14:18:48,youve got kidding,0,2009-06-20
i planned on going to bed 3 hours ago  CURSE THIS BLASTED SLEEPING SCHEDULE! xD,2009-05-10 00:57:18,planned going bed hours ago curse blasted sleeping schedule xd,0,2009-05-10
@bicoastalite TWI...be careful...tweeting while under the influence is not illegal...but can have very bad consequences  lol he ha he ha,2009-05-03 00:05:25,twibe carefultweeting influence illegalbut bad consequences lol ha ha,0,2009-05-03
"@crash11878 That stinks.   The ice storms got me good a few years back.  If you need something, just yell.",2009-05-09 22:46:34,stinks ice storms got good years back need something yell,4,2009-05-09
transcribing texts and lyrics in www.upodn.com.. Thanks for the provider of this site.. ,2009-05-28 21:04:15,transcribing texts lyrics wwwupodncom thanks provider site,0,2009-05-28
"Home again. Turned out that it's a stomach thing, thank god. I get to keep my appendix. ",2009-04-20 00:43:07,home turned stomach thing thank god get keep appendix,0,2009-04-20
@Pink Good luck will be watching ,2009-05-22 01:16:50,good luck watching,0,2009-05-22
@KimKardashian Afraid I don't. Sorry ,2009-06-06 21:51:34,afraid dont sorry,2,2009-06-06
@jennettemccurdy ohh schoolwork on a saturday :/ not nice lol  well i cant really say much ive been in work all day! lmaoo,2009-05-02 10:33:02,ohh schoolwork saturday nice lol well cant really say much ive work day lmaoo,1,2009-05-02
0Mq!!! q0ttA qEt REAdY f0R tHE C0NCERt t0m0RR0W.. ,2009-05-29 14:24:34,mq qtta qet ready fr cncert tmrrw,0,2009-05-29
@MrStareatable I think its me&amp;you vs. Clammy. Hahahahhaaha ,2009-06-02 23:09:45,think meampyou vs clammy hahahahhaaha,0,2009-06-02
first time all year i came home and did all my homework. i'm kinda proud of myself ,2009-06-01 14:51:09,first time year came home homework im kinda proud,3,2009-06-01
I think my twitter is attackd by a kind of worm ,2009-06-18 07:35:01,think twitter attackd kind worm,0,2009-06-18
I don't understand the sched for the WCQ ( is the costa v USA game done? who won? someone pppplease update me ,2009-06-03 09:20:43,dont understand sched wcq costa v usa game done someone pppplease update,2,2009-06-03
@TGIF At least I don't have to work until late tonight...Friday's are a pain. ,2009-05-22 05:10:19,least dont work late tonightfridays pain,2,2009-05-22
@KielysWorld I know now!! RIVER! ) ,2009-06-07 03:38:20,know river,2,2009-06-07
"Im away down Eggy again, love that place ",2009-05-29 09:46:39,im away eggy love place,3,2009-05-29
"Back! Castles were cold then &amp; they still are.  I have seen a few Knights, some maidens (not exactly fare) and a a friar Tuck lookalike ",2009-05-29 14:51:00,back castles cold amp still seen knights maidens exactly fare friar tuck lookalike,4,2009-05-29
@officialefron http://twitpic.com/5ktc5 - like it a lot ,2009-06-02 13:05:19,like lot,0,2009-06-02
House to myself   Back to the grind of EVP/Audio review,2009-05-14 04:02:04,house back grind evpaudio review,4,2009-05-14
"@neilhimself Look at all this feedback!  You should do it more often, seriously  The crazier the topic, the better.",2009-05-04 01:52:49,look feedback often seriously crazier topic better,0,2009-05-04
"My new pics are gonna have y'all saying ,&quot;Whoa&quot; !!! Remember,it's not for the weak @ heart ",2009-06-06 04:12:38,new pics gonna yall saying quotwhoaquot rememberits weak heart,0,2009-06-06
iphone 3.0 released 18th  not 17th ,2009-06-17 09:20:56,iphone released th th,0,2009-06-17
@cmthorpe06 I know we are perfect  lol,2009-05-17 21:36:49,know perfect lol,0,2009-05-17
is not looking fwd to having cortisone injections this week.. Ouchies... ,2009-05-31 05:02:01,looking fwd cortisone injections week ouchies,0,2009-05-31
@pearsonified Rant about SEO much? ,2009-06-16 00:10:28,rant seo much,0,2009-06-16
Studying for CCNP  really need slp,2009-06-07 07:08:31,studying ccnp really need slp,0,2009-06-07
"@CyberHodge that's awesome- Great American is a great place to watch a game, I wish they would double up today but it doesn't look likely ",2009-06-17 05:57:31,thats awesome great american great place watch game wish would double today doesnt look likely,0,2009-06-17
@DonnieWahlberg  You guys need to come back to NC. I didn't get to see you the first time around ,2009-06-15 19:06:08,guys need come back nc didnt get see first time around,4,2009-06-15
Grrrrr Teachers :@ .... Is Chilling In Collage  Peed Off !! x,2009-06-17 03:27:07,grrrrr teachers chilling collage peed x,0,2009-06-17
"@simprograms dont think ill ever shower again now, as im soo close to a corner, i think i've become really paranoid now  i keep",2009-06-06 20:11:50,dont think ill ever shower im soo close corner think ive become really paranoid keep,2,2009-06-06
@HOTTVampChick yep ,2009-06-01 06:45:52,yep,0,2009-06-01
I have to stop spending money  why is everything so dam important? I think its rude and it should stop it,2009-05-30 01:41:42,stop spending money everything dam important think rude stop,0,2009-05-30
"So joyful right now!   excellent sermon today and excellent prospects for more tomorrow!  Plus, a picnic!",2009-05-30 14:29:43,joyful right excellent sermon today excellent prospects tomorrow plus picnic,1,2009-05-30
@mrskutcher AMAZING show.  Makes me all proud 2b British  At least 8 of the 10 will have great careers.,2009-05-30 14:21:37,amazing show makes proud b british least great careers,0,2009-05-30
@Jonasbrothers guyss im not allowed to votein the TCA but you have my support! mexico loves you ,2009-06-15 13:52:23,guyss im allowed votein tca support mexico loves,3,2009-06-15
the swine flu better not spoil my holiday plans.... ,2009-06-25 00:50:24,swine flu better spoil holiday plans,0,2009-06-25
Having to block my debit card because I'm sure there's been fraudulent activity on it. Bugger!! ,2009-06-19 00:41:42,block debit card im sure theres fraudulent activity bugger,3,2009-06-19
@tracy_loo_who - but what about Raaaaaaaaaaaaaahm?! ,2009-05-31 08:20:32,raaaaaaaaaaaaaahm,0,2009-05-31
@Javamomma I'm clean &amp; pure lol studies done....well...not really...but let's pretend ive done all homework ,2009-05-17 11:47:29,im clean amp pure lol studies donewellnot reallybut lets pretend ive done homework,3,2009-05-17
@donny_k oi! haha... shhhhhh.. not so loud. don't want people to know what's cooking under the hood... ,2009-04-20 05:19:15,oi haha shhhhhh loud dont want people know whats cooking hood,2,2009-04-20
@DavidArchie how's the press. con.?  did you answer a lot of questions? XD,2009-05-14 06:47:53,hows press con answer lot questions xd,0,2009-05-14
"I'm off to pick up a package from the post office. I know I paid for it, but still feels like a present! ",2009-06-06 02:54:27,im pick package post office know paid still feels like present,3,2009-06-06
Just shopped it up in KL Last day broke the drought!  yay! Bought Rebecca Taylor silk dress and Cacharel dress,2009-05-18 02:35:34,shopped kl last day broke drought yay bought rebecca taylor silk dress cacharel dress,0,2009-05-18
Teaching my son some rules... One of them is: &quot;Always have fun!&quot;. ,2009-05-03 09:16:51,teaching son rules one quotalways funquot,0,2009-05-03
"@always_elle thats great! bc last night Trish found that LO, Sasha, Luke and Drew wouldn't be there ",2009-06-19 19:22:03,thats great bc last night trish found lo sasha luke drew wouldnt,0,2009-06-19
in Barcelona in 6 hours !  i miss you guys... but i come home in 2 days..!,2009-05-02 00:51:27,barcelona hours miss guys come home days,0,2009-05-02
@fitprosarah @ddrdiva @laurapasik worth following/ listening to and recommending!  Ladies- you are a rare breed! xo,2009-05-29 17:29:05,worth following listening recommending ladies rare breed xo,0,2009-05-29
Remember: negative emotions are highly contagious. ,2009-06-05 17:24:22,remember negative emotions highly contagious,0,2009-06-05
Climbing the ladder one step at a time ,2009-06-04 10:10:52,climbing ladder one step time,0,2009-06-04
lesson learned: following new people following me isn't a good idea (lots of bots get $ quik spam)  back to the Scrub and Mr Tweet method,2009-06-18 23:39:24,lesson learned following new people following isnt good idea lots bots get quik spam back scrub mr tweet method,4,2009-06-18
@lynaem_88 sadly they are covered by the cars... there are construction works and all the traffic has been deviated in my road... ,2009-06-07 11:17:46,sadly covered cars construction works traffic deviated road,0,2009-06-07
"@breeanaweaver I'M NOT AT A KOA! I'm using my moms wireless card, which sucks ",2009-06-20 17:30:05,im koa im using moms wireless card sucks,3,2009-06-20
@dwarlick Someone told me if you stop getting nervous when presenting then your presentation isn't fresh ,2009-04-20 01:48:23,someone told stop getting nervous presenting presentation isnt fresh,0,2009-04-20
must do this stupid report on childrens health ,2009-05-18 05:41:08,must stupid report childrens health,0,2009-05-18
is replying to all swet b-day wishes she's got ,2009-04-07 05:28:59,replying swet bday wishes shes got,0,2009-04-07
@penelopemarzec I survived bringing my dad in for surgery today. He's home recovering now. Best wishes to your mom. ,2009-06-15 15:34:23,survived bringing dad surgery today hes home recovering best wishes mom,1,2009-06-15
Anyone have any Evan Taubenfeld? I just deleted mine and can't find it ,2009-06-05 17:43:14,anyone evan taubenfeld deleted mine cant find,0,2009-06-05
wedding night the man is suppose to find his initials if he does he dominates the relationship. if he doesn't the female does ,2009-06-15 20:35:10,wedding night man suppose find initials dominates relationship doesnt female,0,2009-06-15
http://twitpic.com/4wsy6 - Beauty.  Going out now!,2009-05-10 02:57:41,beauty going,0,2009-05-10
damnit...i need new fuck me shoes  i need moneys first tho,2009-06-17 19:51:56,damniti need new fuck shoes need moneys first tho,0,2009-06-17
@ArunBasilLal yes there is a course by that name ,2009-06-05 21:20:35,yes course name,0,2009-06-05
@oh_deanna SOOO jealous! I couldn't get anyone to cover me at work and couldn't go ,2009-05-28 20:45:44,sooo jealous couldnt get anyone cover work couldnt go,1,2009-05-28
Waiting for ups guy.  I wanna see a movie now though,2009-06-19 18:33:40,waiting ups guy wanna see movie though,0,2009-06-19
@sourabha Cz' I am stuck in a pretty job..am a financial researcher ,2009-05-26 22:35:27,cz stuck pretty jobam financial researcher,0,2009-05-26
"@mosessaur since Aug 2006 it's the BEST I used evr,Read Frans Bouma blog comparing it 2 MS stuff or check the videos, if not the price .. ",2009-05-14 00:10:34,since aug best used evrread frans bouma blog comparing ms stuff check videos price,0,2009-05-14
got done skating. when i get home... i'm gonna take a nap so i can stay awake at the drive in tonight. ,2009-05-22 07:40:03,got done skating get home im gonna take nap stay awake drive tonight,3,2009-05-22
"@oliviaturbo I grew up with sisters... And I never was right... I learned my lesson a long time ago  Like mama says, &quot;grin and bear it...&quot;",2009-06-02 00:26:08,grew sisters never right learned lesson long time ago like mama says quotgrin bear itquot,0,2009-06-02
Two biology tests this week.. so not fair ,2009-06-15 15:23:39,two biology tests week fair,0,2009-06-15
Vote your opinion on Susan Boyle!    http://tinyurl.com/SusanBoylePoll,2009-04-20 00:37:51,vote opinion susan boyle,0,2009-04-20
Wont be getting tattooed at Tattoo Jam anymore. I couldn't be more gutted ,2009-06-21 04:49:19,wont getting tattooed tattoo jam anymore couldnt gutted,0,2009-06-21
oh great. i have 1 text left to last me a week. and i used all my minutes upppp  i'm sad.,2009-05-14 10:04:10,oh great text left last week used minutes upppp im sad,3,2009-05-14
@tracymacy  thanks hun. My appointment isn't until 2pm but we have to travel an hour to get there. I hope you're feeling better soon ,2009-04-07 03:27:36,thanks hun appointment isnt pm travel hour get hope youre feeling better soon,0,2009-04-07
Yeah...I love what I do. ,2009-06-01 16:29:46,yeahi love,0,2009-06-01
@jasonbetts as always  so how's life n work for you? Much going on?,2009-06-03 03:53:08,always hows life n work much going,1,2009-06-03
@TickleMeJoey Love the new profile pic.  Did you get alot of good pictures from South America?,2009-05-30 06:34:40,love new profile pic get alot good pictures south america,0,2009-05-30
Just opened up an account and dont know how to work it  x,2009-06-05 09:04:19,opened account dont know work x,2,2009-06-05
My grandson...41/2   Sent from my BlackBerryÂ® smartphone with SprintSpeed - http://twitpic.com/6c3rc,2009-05-31 08:17:05,grandson sent blackberry smartphone sprintspeed,0,2009-05-31
is having second thoughts about that sin ,2009-06-17 10:12:00,second thoughts sin,0,2009-06-17
At the beach till 6 o clock  then sunbathing in the garden all day 2moz... This is the life!,2009-05-29 08:08:01,beach till clock sunbathing garden day moz life,0,2009-05-29
Tomorrow is a busy Sunday with my family.  ,2009-05-30 03:27:26,tomorrow busy sunday family,0,2009-05-30
oh and also follow my SUPERDUPERCOOL ROLE MODEL @OfficialJessK she showed me her v.i.p tix today ,2009-06-05 14:11:07,oh also follow superdupercool role model showed vip tix today,1,2009-06-05
Yay! My mother in law is on twitter  @jeverett61,2009-06-01 17:31:45,yay mother law twitter,0,2009-06-01
"@Ally_647 willy. you alright? sorry-havent been on for about 10yrs, cnt do wed  glasto then! but i get a new phone tomorrow so i cn text!x",2009-06-21 08:53:28,willy alright sorryhavent yrs cnt wed glasto get new phone tomorrow cn textx,0,2009-06-21
im tired. and bored. you know you wannnaaaa. ,2009-05-31 16:40:08,im tired bored know wannnaaaa,3,2009-05-31
Got the BrainBone daily question wrong!  - http://bit.ly/1aF4s6,2009-05-09 22:34:16,got brainbone daily question wrong,0,2009-05-09
@PixiePoison maybe... ye never know ,2009-05-31 12:44:37,maybe ye never know,0,2009-05-31
Home from Dr's office  going to rest before I go to work in a bit,2009-06-01 08:34:49,home drs office going rest go work bit,1,2009-06-01
" demi is going on tour, taylor is going tour, miley is going on tour, &amp; jonas brothers are going on tour, with the guy i think i &lt;3. : ...",2009-06-17 23:12:12,demi going tour taylor going tour miley going tour amp jonas brothers going tour guy think lt,0,2009-06-17
Nando's your xtra hot is far from xtra hot ,2009-05-28 20:56:07,nandos xtra hot far xtra hot,0,2009-05-28
and now off to bed after an amazing night chatting with a pretty amazing guy  ( you know who you are),2009-04-06 22:33:24,bed amazing night chatting pretty amazing guy know,0,2009-04-06
@JasonCorriher Damn right it pays...I'll explain later. ,2009-05-30 23:25:55,damn right paysill explain later,0,2009-05-30
Great.. it will be raining in Prague on my birthday  (which is also the day of the Papa Roach concert),2009-06-03 04:32:10,great raining prague birthday also day papa roach concert,0,2009-06-03
"sadly, the end of june release date was a rumor... but the second cd IS COMING!! ... eventually ",2009-06-20 00:30:07,sadly end june release date rumor second cd coming eventually,0,2009-06-20
hmmm stawbeery with pancakes and vanilla ice cream &amp; fresh orange juice mmm yummy come and test it ,2009-05-30 04:31:49,hmmm stawbeery pancakes vanilla ice cream amp fresh orange juice mmm yummy come test,4,2009-05-30
"yaya! my mommy got me those secented candle sticks, haha ",2009-05-30 07:31:10,yaya mommy got secented candle sticks haha,0,2009-05-30
Don't forget:all u new peeps following me check out jag35.com&amp; pass it on!  Thx nite nite!!  Vimeo.com/jehugarcia,2009-05-29 22:42:04,dont forgetall u new peeps following check jagcomamp pass thx nite nite vimeocomjehugarcia,2,2009-05-29
Preparing for school again ,2009-06-07 14:38:36,preparing school,0,2009-06-07
@meewunk: Dammit Meewunk I'm a graphicsmaker not a miracle worker! The caps suck. ,2009-06-15 18:48:14,dammit meewunk im graphicsmaker miracle worker caps suck,3,2009-06-15
Cant find my itouch  C-ice,2009-05-31 14:31:15,cant find itouch cice,0,2009-05-31
with victoria.. tanning in the sunshine. finally good weather ,2009-06-06 11:49:54,victoria tanning sunshine finally good weather,0,2009-06-06
"I might be dying. I have a sore throat and I keep getting the chills, followed swiftly by heat flashes and sweating. ",2009-06-07 00:32:57,might dying sore throat keep getting chills followed swiftly heat flashes sweating,0,2009-06-07
@CathyCarter thanks cathy ,2009-05-31 02:50:29,thanks cathy,0,2009-05-31
:O can't believe i didn't stay to meet the shanklin freak show thye mailed us saying they wanted to meet us but we were'nt there ,2009-05-30 08:47:41,cant believe didnt stay meet shanklin freak show thye mailed us saying wanted meet us werent,0,2009-05-30
wishes she could could be with her daughter on her Bday ,2009-06-18 12:49:37,wishes could could daughter bday,0,2009-06-18
@krazy4crack awww thank you edmer!  you guys enjoy school hopping ,2009-05-31 07:17:46,awww thank edmer guys enjoy school hopping,0,2009-05-31
Today shall be great ,2009-06-06 06:31:31,today shall great,1,2009-06-06
FUCK YEAH WELL DONE GEN Y ,2009-06-16 03:40:54,fuck yeah well done gen,0,2009-06-16
And they're thinkin about getting us uniforms and in second period we talked about how we all wouldn't mind having the hogwarts uniforms ,2009-06-03 07:38:22,theyre thinkin getting us uniforms second period talked wouldnt mind hogwarts uniforms,0,2009-06-03
LALALAL basketball camp ,2009-06-19 07:44:12,lalalal basketball camp,0,2009-06-19
@dcrmom Check with @DisneyWOrldMom - she lives near there and can smell the chocolate. ,2009-06-15 20:12:40,check lives near smell chocolate,0,2009-06-15
@beabear Agree! And all those hot guys in it made it all the more so ,2009-05-03 19:36:14,agree hot guys made,0,2009-05-03
@jasimmo I know  i feel bit ill too n my manager stil hasnt turned up. I hate workin saturdays ,2009-06-20 01:40:24,know feel bit ill n manager stil hasnt turned hate workin saturdays,0,2009-06-20
@PassionMD stop rubbing it in!  lol.. i miss the ocean so much!  ,2009-05-31 17:49:41,stop rubbing lol miss ocean much,0,2009-05-31
@seanmurphymusic Play for me one day. Just me ,2009-06-15 23:23:49,play one day,0,2009-06-15
@richardbarley Well having chatted to a mutual friend I can't see anyway for you not to get an iPhone ,2009-05-22 02:35:06,well chatted mutual friend cant see anyway get iphone,0,2009-05-22
@ollyhay woot  thanks,2009-06-15 23:21:48,woot thanks,0,2009-06-15
@william_control Awhh! William! You poor thing! Just don't go crazy over the pain killers. We'd miss you if something every happened!  &lt;3,2009-06-16 03:35:34,awhh william poor thing dont go crazy pain killers wed miss something every happened lt,2,2009-06-16
" No Longo again today. Better safe than sorry, I guess.",2009-06-07 09:21:58,longo today better safe sorry guess,1,2009-06-07
"@mybonescostme YESH, I SAW THE PICS.  I'M QUITE JEALOUS.  NO LIT CANDLES FOR MY DISNEY PRINCESS DRESS. ",2009-05-29 19:40:14,yesh saw pics im quite jealous lit candles disney princess dress,3,2009-05-29
@IamDoctorIan I wouldn't know.. I work in a basement  is it nice out now?,2009-06-01 11:45:54,wouldnt know work basement nice,1,2009-06-01
Leaving Fiesta Filipino now. Had a good time. It was nice running into people that listen/watch my music. Love y'all for the support! ,2009-06-06 16:04:50,leaving fiesta filipino good time nice running people listenwatch music love yall support,0,2009-06-06
On a related note: had to use it because I use the beginning of Big Gay Al's &quot;I'm Super&quot; as my messaging sound. It's awesome ,2009-05-02 02:11:50,related note use use beginning big gay als quotim superquot messaging sound awesome,0,2009-05-02
"@loudmouthman Imagine being a gingerheaded guy called Jake Fudge! I got Ginger Nut, Jake the Peg &amp; Fudge Packer jokes ",2009-06-14 23:26:27,imagine gingerheaded guy called jake fudge got ginger nut jake peg amp fudge packer jokes,4,2009-06-14
@SudakshinaKina its sunday. i have formula-1 and boston legal to look forward to ,2009-05-10 04:08:15,sunday formula boston legal look forward,0,2009-05-10
@Laurendtp u are silly and i am mad u left me and acelin... ,2009-05-04 07:40:10,u silly mad u left acelin,0,2009-05-04
Now my eyes are stingin more than beforeee  nt good,2009-06-20 18:36:55,eyes stingin beforeee nt good,0,2009-06-20
Good Morning  How's everyone's Friday?,2009-05-29 08:12:00,good morning hows everyones friday,0,2009-05-29
"@amyfjackson the calamari and sweet &amp; sour sauce thurs hit the spot. but yeah, maybe you can do your next event at mermaid inn. i'll come ",2009-05-31 19:23:23,calamari sweet amp sour sauce thurs hit spot yeah maybe next event mermaid inn ill come,4,2009-05-31
"Argh, i can't sleep ",2009-06-06 09:43:56,argh cant sleep,0,2009-06-06
i havent had my first kiss yet  waiting for the rite guy (go ahead laugh at me...) haha #randomfact,2009-06-06 11:04:41,havent first kiss yet waiting rite guy go ahead laugh haha randomfact,1,2009-06-06
@NikiiNJ i like quirky names like Avery or Elliott or Oliver....but that's just me. ,2009-05-16 21:54:47,like quirky names like avery elliott oliverbut thats,0,2009-05-16
think I need a vacation from vacation can't get motivated and DH is picking up dinner  laundry is done though,2009-06-22 18:56:44,think need vacation vacation cant get motivated dh picking dinner laundry done though,0,2009-06-22
@chriscornell Thanks for an awesome weekend!  I'm sad it's over! ,2009-04-20 00:06:53,thanks awesome weekend im sad,3,2009-04-20
Trying to not feel so sleepy  ,2009-06-15 19:05:14,trying feel sleepy,0,2009-06-15
I can't get onto Nintendo District  But I'm getting VIPP USER on MKWii.Com,2009-05-17 12:01:04,cant get onto nintendo district im getting vipp user mkwiicom,3,2009-05-17
2 days till my 18th!! ,2009-05-30 01:57:07,days till th,0,2009-05-30
"Can't watch anymore, too wound up, Night All ",2009-06-07 16:44:27,cant watch anymore wound night,0,2009-06-07
"driving home from irvine.... MARI'S class was amaaaaaaazing  but guess wat, soar again.. maybe i shoule give my body a break?.... nawwww",2009-06-03 00:58:00,driving home irvine maris class amaaaaaaazing guess wat soar maybe shoule give body break nawwww,0,2009-06-03
@platinumbt Yes it has!!  We are doing great 'n u? Lookin' forward to a nice weekend.,2009-05-22 03:25:40,yes great n u lookin forward nice weekend,0,2009-05-22
"@DonnieWahlberg How will u make it up to us, all these fans that live on the otherside of the world who were so happy to see &amp; hear you? ",2009-06-15 16:06:49,u make us fans live otherside world happy see amp hear,4,2009-06-15
"@SirensEye All you need to make it pure hell is a little cowbell, then.  Construction noise sure is teh suck.",2009-05-31 13:36:55,need make pure hell little cowbell construction noise sure teh suck,0,2009-05-31
@noredl whaatt?! I was definitely so looking forward to it ,2009-06-24 22:02:33,whaatt definitely looking forward,0,2009-06-24
"@DonnieWahlberg Sad for me to see you all leave the country.Perhaps one of the best things to come into my life, then to return ",2009-06-15 19:22:34,sad see leave countryperhaps one best things come life return,0,2009-06-15
"I SENT EVERYBODY AN EMAIL OF THA NEW PHIL 4 REAL FREESTYLE &quot;THA CAREER ENDER&quot;. NOT ONLY IS HE A PRODUCER, BUT A LYRICAL THREAT AS WELL ",2009-05-31 06:49:56,sent everybody email tha new phil real freestyle quottha career enderquot producer lyrical threat well,0,2009-05-31
can not sleep yet again...not looking forward to typing this other paper! ,2009-04-20 03:01:16,sleep yet againnot looking forward typing paper,0,2009-04-20
@JackAllTimeLow You have the whole internet to keep you company ,2009-05-31 03:22:14,whole internet keep company,0,2009-05-31
Sushi with my Huby!  XOXO,2009-05-31 17:18:04,sushi huby xoxo,0,2009-05-31
"I may have found somebody who would want one of my cats, and now I'm sad   #fb",2009-06-15 19:09:20,may found somebody would want one cats im sad fb,3,2009-06-15
@jessjewlfandani damn now I'm really getting hungry LOL. Wish I could have some too ; ) Maybe one day ,2009-06-01 13:40:29,damn im really getting hungry lol wish could maybe one day,3,2009-06-01
@CarlisleRCullen yes... but he and I can't find each other on twitter ,2009-06-25 08:53:55,yes cant find twitter,0,2009-06-25
Why does everyone i know but me get to move to the boston area ,2009-06-19 16:42:43,everyone know get move boston area,0,2009-06-19
"stalkers, friends and family - goooooooooooooooooooooooooooooooooood sunny morning ",2009-05-30 23:29:26,stalkers friends family goooooooooooooooooooooooooooooooooood sunny morning,0,2009-05-30
"so a break from the rain, then sunday MAYBE, then rain again for the next week  sniff",2009-06-25 04:47:39,break rain sunday maybe rain next week sniff,0,2009-06-25
Downloading some videos on orbit. The wireless connection is currently slow now ,2009-06-20 02:42:18,downloading videos orbit wireless connection currently slow,0,2009-06-20
@perttumurto you kicked my ass  http://diftype.mybrute.com,2009-04-19 23:36:54,kicked ass,0,2009-04-19
"June 1st - day 1, round 2 MC... don't expect daily updates - coming about it different this time... no extra pressure - lol  wish me luck!",2009-06-01 05:17:54,june st day round mc dont expect daily updates coming different time extra pressure lol wish luck,0,2009-06-01
Yeah... galaxy game tonight! anyone else going? ,2009-05-02 09:18:22,yeah galaxy game tonight anyone else going,0,2009-05-02
is having dinner and gelato with her nephew ,2009-05-30 22:03:39,dinner gelato nephew,0,2009-05-30
"@Jamerichin Loll! save water, drink vodka ",2009-06-15 02:05:08,loll save water drink vodka,0,2009-06-15
here at court...wish me luck ,2009-04-07 06:54:43,courtwish luck,0,2009-04-07
"you have no idea how good those dang sun lamps feel for joint pain.  tan is just a side effect, but then so is melanoma ",2009-06-06 22:21:36,idea good dang sun lamps feel joint pain tan side effect melanoma,0,2009-06-06
@OrtingRunner twittering during a mtg!?  I get it!!!  ,2009-05-22 07:23:49,twittering mtg get,0,2009-05-22
Not feeling so great.  not looking forward to work. Boo,2009-06-01 02:40:50,feeling great looking forward work boo,1,2009-06-01
Hey @songzyuuup say hi to my sister Gloria plz darlin!!   (treysongz live &gt; http://ustre.am/2txz),2009-06-07 20:21:22,hey say hi sister gloria plz darlin treysongz live gt,0,2009-06-07
though it's idle-time.. i'm loving all the plans i have for this week! ,2009-06-16 07:39:16,though idletime im loving plans week,3,2009-06-16
@Stev02008 thts why its still in freezer but need to do something.lol ,2009-05-31 07:55:05,thts still freezer need somethinglol,0,2009-05-31
"@BloggingBob go to the photography and artwork forum, I just posted pics of my babies look for the posts by mikeandmals. i just posted 2 ",2009-05-17 09:56:26,go photography artwork forum posted pics babies look posts mikeandmals posted,0,2009-05-17
"Rain rain go away, CWS game postponed. Editing an Kinkos tonight- yippee. ",2009-06-16 17:28:02,rain rain go away cws game postponed editing kinkos tonight yippee,1,2009-06-16
Naps the whole day? arrgh but I did wake up to see the Magics Woop On some LBJ ass! whaaaat? Lakers and Magics in the Finals! ,2009-05-26 22:41:16,naps whole day arrgh wake see magics woop lbj ass whaaaat lakers magics finals,0,2009-05-26
"@rymus Clearly, a skinful or more was consumed ",2009-05-29 01:30:04,clearly skinful consumed,0,2009-05-29
Heading to la to see the broham. Bonding moment for mother and daughter.. So kawaii ,2009-06-06 10:35:29,heading la see broham bonding moment mother daughter kawaii,0,2009-06-06
@heycassadee http://twitpic.com/66yq5 - Oh!!! So cute! ,2009-05-29 22:21:54,oh cute,0,2009-05-29
Dinner at Menteng with mom.. After almost 6 hours at Grandindo.. But I am happy... ,2009-05-30 06:38:36,dinner menteng mom almost hours grandindo happy,0,2009-05-30
one of my brother-in-laws was shot.  rip. My parents are flying tonight to his funeral. I'm really sad.,2009-06-01 09:54:05,one brotherinlaws shot rip parents flying tonight funeral im really sad,3,2009-06-01
@Chloeeeeee boring ain't it ,2009-04-21 04:05:04,boring aint,0,2009-04-21
i keep wishing but nothing happens ,2009-06-19 21:56:27,keep wishing nothing happens,0,2009-06-19
http://twitpic.com/2y2jf - my cupcakes ,2009-04-06 22:28:16,cupcakes,0,2009-04-06
"@sarahjpin Ha, if i was @juliansimpson, I would be pointing out the irony of that last spelling mistake. With swearing. ",2009-05-04 01:12:33,ha would pointing irony last spelling mistake swearing,0,2009-05-04
getting ready to be in class all day. I will miss being at the pool or lake. husb and kids will have fun without me. ,2009-06-15 05:14:06,getting ready class day miss pool lake husb kids fun without,0,2009-06-15
@davedays Hey dave ,2009-04-18 20:26:56,hey dave,0,2009-04-18
